BarNoteClick,Message,Channel,Pitch,Velocity
61:2:0,On,ch=4,n=60,v=0
61:2:0,On,ch=4,n=70,v=90
61:4:0,On,ch=4,n=70,v=0
61:4:0,On,ch=4,n=69,v=90
61:5:30,On,ch=4,n=69,v=0
61:5:30,On,ch=4,n=67,v=90
62:0:0,On,ch=4,n=67,v=0
62:0:0,On,ch=4,n=67,v=90
62:1:0,On,ch=4,n=67,v=0
62:1:0,On,ch=4,n=66,v=90
62:2:0,On,ch=4,n=66,v=0
62:2:0,On,ch=4,n=72,v=90
62:2:0,Par,ch=4,c=7,v=116
62:4:0,On,ch=4,n=72,v=0
62:4:0,On,ch=4,n=71,v=90
62:5:30,On,ch=4,n=71,v=0
62:5:30,On,ch=4,n=69,v=90
63:0:0,On,ch=4,n=69,v=0
63:0:0,On,ch=4,n=69,v=90
63:1:0,On,ch=4,n=69,v=0
63:1:0,On,ch=4,n=68,v=90
63:3:0,On,ch=4,n=68,v=0
66:0:0,On,ch=4,n=68,v=90
66:0:0,Par,ch=4,c=7,v=71
66:0:15,Par,ch=4,c=7,v=72
66:0:25,Par,ch=4,c=7,v=73
66:0:35,Par,ch=4,c=7,v=74
66:0:45,Par,ch=4,c=7,v=75
66:1:0,Par,ch=4,c=7,v=76
66:1:10,Par,ch=4,c=7,v=77
66:1:20,Par,ch=4,c=7,v=78
66:1:30,Par,ch=4,c=7,v=79
66:1:45,Par,ch=4,c=7,v=80
66:1:55,Par,ch=4,c=7,v=81
66:2:5,Par,ch=4,c=7,v=82
66:2:15,Par,ch=4,c=7,v=83
66:2:30,Par,ch=4,c=7,v=84
66:2:40,Par,ch=4,c=7,v=85
66:2:50,Par,ch=4,c=7,v=86
66:3:0,Par,ch=4,c=7,v=87
66:3:15,Par,ch=4,c=7,v=88
66:3:25,Par,ch=4,c=7,v=89
66:3:35,Par,ch=4,c=7,v=90
66:3:45,Par,ch=4,c=7,v=91
66:4:0,Par,ch=4,c=7,v=92
66:4:10,Par,ch=4,c=7,v=93
66:4:20,Par,ch=4,c=7,v=94
66:4:30,Par,ch=4,c=7,v=95
66:4:45,Par,ch=4,c=7,v=96
66:4:55,Par,ch=4,c=7,v=97
66:5:0,On,ch=4,n=68,v=0
66:5:0,On,ch=4,n=69,v=90
66:5:5,Par,ch=4,c=7,v=98
66:5:15,Par,ch=4,c=7,v=99
66:5:30,Par,ch=4,c=7,v=100
66:5:40,Par,ch=4,c=7,v=101
66:5:50,Par,ch=4,c=7,v=102
67:0:0,On,ch=4,n=69,v=0
67:0:0,On,ch=4,n=70,v=90
67:0:0,Par,ch=4,c=7,v=103
67:0:15,Par,ch=4,c=7,v=102
67:0:25,Par,ch=4,c=7,v=101
67:0:35,Par,ch=4,c=7,v=100
67:0:45,Par,ch=4,c=7,v=99
67:0:55,Par,ch=4,c=7,v=98
67:1:0,On,ch=4,n=70,v=0
67:1:0,On,ch=4,n=71,v=90
67:1:5,Par,ch=4,c=7,v=97
67:1:15,Par,ch=4,c=7,v=96
67:1:25,Par,ch=4,c=7,v=95
67:1:40,Par,ch=4,c=7,v=94
67:1:50,Par,ch=4,c=7,v=93
67:2:0,Par,ch=4,c=7,v=92
67:2:10,Par,ch=4,c=7,v=91
67:2:20,Par,ch=4,c=7,v=90
67:2:30,Par,ch=4,c=7,v=89
67:2:40,Par,ch=4,c=7,v=88
67:2:50,Par,ch=4,c=7,v=87
67:3:0,Par,ch=4,c=7,v=86
67:3:15,Par,ch=4,c=7,v=85
67:3:25,Par,ch=4,c=7,v=84
67:3:35,Par,ch=4,c=7,v=83
67:3:45,Par,ch=4,c=7,v=82
67:3:55,Par,ch=4,c=7,v=81
67:4:5,Par,ch=4,c=7,v=80
67:4:15,Par,ch=4,c=7,v=79
67:4:25,Par,ch=4,c=7,v=78
67:4:40,Par,ch=4,c=7,v=77
67:4:50,Par,ch=4,c=7,v=76
67:5:0,On,ch=4,n=71,v=0
67:5:0,Par,ch=4,c=7,v=75
67:5:10,Par,ch=4,c=7,v=74
67:5:20,Par,ch=4,c=7,v=73
67:5:30,Par,ch=4,c=7,v=72
67:5:40,Par,ch=4,c=7,v=71
67:5:50,Par,ch=4,c=7,v=70
68:0:0,On,ch=4,n=68,v=90
